Rk,Player,Age,Team,Lg,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Pos,Awards,Player-additional
697,Will Wagner*,26,TOR,AL,132,-1,0,0,-7,-1,-9,-0.9,5,-5,-0.5,0.477,0.494,0.2,-0.8,3,53/DH4,,wagnewi01
697,Will Wagner*,26,SDP,NL,17,-2,0,0,0,0,-1,-0.1,1,-1,-0.1,0.491,0.499,-0.1,0.0,-1,H/45,,wagnewi01
698,Alan Roden*,25,2TM,AL,153,-9,-1,1,1,-2,-10,-1.1,5,-5,-0.6,0.480,0.497,-0.7,-0.1,-6,79/H8,,rodenal01
698,Alan Roden*,25,TOR,AL,113,-6,0,1,2,-1,-5,-0.5,4,-1,-0.1,0.488,0.497,-0.3,0.1,-3,79/H8,,rodenal01
698,Alan Roden*,25,MIN,AL,40,-4,0,0,-1,0,-6,-0.6,1,-4,-0.5,0.451,0.496,-0.3,-0.1,-3,7/89,,rodenal01
699,Oswald Peraza,25,2TM,AL,265,-22,3,-1,4,2,-14,-1.5,9,-5,-0.6,0.486,0.495,-1.1,0.6,-9,5H346/1D,,perazos02
699,Oswald Peraza,25,NYY,AL,170,-15,1,0,5,2,-7,-0.7,6,-1,-0.2,0.490,0.495,-0.7,0.7,-6,54/H6D,,perazos02
699,Oswald Peraza,25,LAA,AL,95,-7,2,0,-1,0,-7,-0.8,3,-4,-0.5,0.478,0.495,-0.4,-0.1,-3,35H/61,,perazos02
700,Logan Davidson#,27,2TM,AL,47,-4,-1,0,-2,0,-7,-0.8,2,-6,-0.6,0.460,0.498,-0.4,-0.3,-4,3/H514,,davidlo01
700,Logan Davidson#,27,ATH,AL,24,-2,-1,0,-1,0,-4,-0.4,1,-3,-0.3,0.453,0.497,-0.2,-0.1,-2,/35H4,,davidlo01
700,Logan Davidson#,27,LAA,AL,23,-2,0,0,-1,0,-3,-0.3,1,-2,-0.3,0.466,0.498,-0.2,-0.1,-1,/3H1,,davidlo01
701,Christian Encarnacion-Strand,25,CIN,NL,137,-8,0,0,-1,-1,-10,-1.1,5,-5,-0.6,0.471,0.494,-0.5,-0.2,-4,3/5,,encarch01
702,Nick Gonzales,26,PIT,NL,408,-8,0,-1,-12,4,-18,-1.9,14,-4,-0.6,0.481,0.489,0.7,-0.9,8,46,,gonzani01
703,Jason Heyward*,35,SDP,NL,95,-8,0,1,0,-1,-8,-0.9,3,-5,-0.6,0.474,0.495,-0.6,-0.1,-5,7/H98,,heywaja01
704,Brady House,22,WSN,NL,274,-14,0,-2,0,2,-14,-1.5,9,-5,-0.6,0.480,0.491,-0.6,0.2,-5,5/H,,housebr01
705,Jorge Mateo,30,BAL,AL,83,-7,2,0,-4,1,-8,-0.9,3,-5,-0.6,0.479,0.495,-0.2,-0.4,-1,H68/4D517,,mateojo01
706,Carson McCusker,27,MIN,AL,30,-4,0,0,-2,-1,-7,-0.7,1,-6,-0.6,0.456,0.496,-0.4,-0.3,-4,9/HD,,mccusca01
707,MJ Melendez*,26,KCR,AL,65,-9,0,0,2,-1,-8,-0.9,2,-6,-0.6,0.463,0.495,-0.9,0.1,-8,7/9HD,,melenmj01
708,Mickey Moniak*,27,COL,NL,461,5,1,1,-23,-3,-20,-2.0,16,-4,-0.6,0.485,0.488,1.8,-2.7,19,*98H7D,,moniami01
709,Tyler O'Neill,30,BAL,AL,209,-2,0,0,-8,-2,-13,-1.3,7,-5,-0.6,0.476,0.492,0.2,-1.1,3,9D/7H,,oneilty01
710,Johnathan Rodríguez,25,CLE,AL,77,-2,0,0,-5,-1,-9,-0.9,3,-6,-0.6,0.471,0.494,-0.1,-0.6,-1,9/H7D,,rodrijo10
711,Lane Thomas,29,CLE,AL,142,-9,-1,0,-1,1,-11,-1.1,5,-6,-0.6,0.471,0.493,-0.5,0.0,-5,8/H9D,,thomala02
712,Tyler Wade*,30,SDP,NL,127,-6,-1,1,-3,0,-10,-1.0,4,-5,-0.6,0.483,0.494,-0.3,-0.3,-2,8H7/459D61,,wadety01
713,Connor Wong,29,BOS,AL,188,-11,-1,0,-2,4,-12,-1.2,6,-5,-0.6,0.481,0.492,-0.4,0.2,-3,2/H3D,,wongco01
714,Jonah Bride,29,2TM,2LG,125,-10,-2,0,2,-1,-10,-1.1,4,-6,-0.7,0.476,0.497,-0.9,0.2,-8,5H/3D14,,bridejo01
714,Jonah Bride,29,MIA,NL,45,-6,0,0,1,-1,-5,-0.6,2,-4,-0.4,0.452,0.496,-0.5,0.0,-5,/D35H,,bridejo01
714,Jonah Bride,29,MIN,AL,80,-4,-1,0,1,0,-5,-0.5,3,-2,-0.3,0.485,0.497,-0.4,0.1,-3,5H/314D,,bridejo01
715,Connor Joe,32,2TM,NL,80,-6,-1,0,0,-2,-9,-0.9,3,-6,-0.7,0.478,0.496,-0.7,-0.2,-6,9H7/3D8,,joeco01
715,Connor Joe,32,SDP,NL,10,-2,0,0,0,0,-2,-0.2,0,-2,-0.2,0.471,0.499,-0.2,0.0,-2,/H378D,,joeco01
715,Connor Joe,32,CIN,NL,70,-4,-1,0,0,-2,-7,-0.7,2,-5,-0.5,0.480,0.496,-0.5,-0.2,-5,97H/3D8,,joeco01
716,Jorge Barrosa#,24,ARI,NL,77,-10,0,0,1,0,-9,-1.0,3,-7,-0.7,0.470,0.494,-0.8,0.1,-8,87/H9D,,barrojo01
717,Seth Brown*,32,ATH,AL,76,-3,0,0,-5,-1,-9,-1.0,3,-7,-0.7,0.475,0.494,-0.2,-0.6,-2,H7/89D,,brownse01
718,Dylan Carlson#,26,BAL,AL,241,-7,-2,0,-3,-2,-14,-1.5,8,-6,-0.7,0.482,0.491,-0.4,-0.5,-3,798H,,carlsdy01
719,Michael Conforto*,32,LAD,NL,486,-12,0,-1,-5,-4,-22,-2.3,17,-5,-0.7,0.484,0.486,-0.2,-0.9,0,*7H,,confomi01
720,Jose Iglesias,35,SDP,NL,343,-10,0,1,-10,2,-17,-1.8,12,-5,-0.7,0.484,0.489,0.4,-0.8,5,465HD/7,,iglesjo01
721,Ángel Martínez#,23,CLE,AL,484,-17,1,0,-10,4,-23,-2.4,17,-6,-0.7,0.483,0.485,0.3,-0.6,4,*84H/97,,martian02
722,Jake McCarthy*,27,ARI,NL,222,-11,-1,1,-1,-2,-13,-1.4,8,-6,-0.7,0.480,0.492,-0.6,-0.3,-5,789/HD,,mccarja02
723,Matt Mervis*,27,MIA,NL,134,-4,-1,0,-4,-3,-11,-1.2,5,-7,-0.7,0.473,0.493,-0.3,-0.7,-3,3D/H,,mervima01
724,Randal Grichuk,33,2TM,2LG,293,-6,0,-1,-2,-7,-16,-1.7,10,-6,-0.8,0.485,0.495,-0.6,-0.9,-4,HD97/8,,grichra01
724,Randal Grichuk,33,ARI,NL,188,0,0,-1,-3,-5,-10,-1.0,6,-3,-0.4,0.486,0.494,-0.1,-0.8,0,DH9/78,,grichra01
724,Randal Grichuk,33,KCR,AL,105,-6,0,0,1,-2,-7,-0.7,4,-3,-0.4,0.483,0.496,-0.5,-0.1,-4,9H7/D8,,grichra01
725,Cooper Hummel#,30,2TM,AL,105,-4,-1,0,-4,-1,-11,-1.1,4,-7,-0.8,0.470,0.493,-0.4,-0.5,-3,7H/D19,,hummeco01
725,Cooper Hummel#,30,BAL,AL,1,0,0,0,0,0,0,0.0,0,0,0.0,0.471,0.500,0.0,0.0,0,/9,,hummeco01
725,Cooper Hummel#,30,HOU,AL,104,-4,-1,0,-4,-1,-10,-1.1,4,-7,-0.7,0.470,0.493,-0.3,-0.5,-3,7H/D1,,hummeco01
726,Nick Castellanos,33,PHI,NL,589,-9,0,-1,-11,-5,-26,-2.7,20,-6,-0.8,0.482,0.483,0.3,-1.7,5,*9/DH,,casteni01
727,Kyle Farmer,34,COL,NL,300,-11,-1,-1,-2,-1,-16,-1.7,10,-6,-0.8,0.482,0.489,-0.5,-0.3,-4,4D3H65/1,,farmeky01
728,Yanquiel Fernández*,22,COL,NL,147,-8,-1,0,1,-3,-12,-1.2,5,-7,-0.8,0.476,0.492,-0.9,-0.2,-8,D9/H7,,fernaya01
729,David Fry,29,CLE,AL,157,-8,0,0,0,-4,-13,-1.3,5,-7,-0.8,0.479,0.492,-0.8,-0.4,-7,DH,,fryda01
730,Edouard Julien*,26,MIN,AL,208,-7,-2,1,-5,-1,-14,-1.5,7,-7,-0.8,0.477,0.491,-0.3,-0.7,-2,34D/H6,,julieed01
731,Brooks Lee#,24,MIN,AL,527,-14,-3,1,-16,7,-25,-2.6,18,-7,-0.8,0.481,0.484,0.8,-1.0,9,654H/D,,leebr02
732,Trey Sweeney*,25,DET,AL,326,-19,-1,1,-5,5,-18,-1.9,11,-7,-0.8,0.484,0.488,-0.3,0.0,-2,*6H,,sweentr01
733,Sean Bouchard,29,COL,NL,73,-6,-1,0,-3,-1,-11,-1.2,2,-9,-0.9,0.463,0.493,-0.6,-0.4,-6,9H/D73,,bouchse01
734,Jeimer Candelario#,31,CIN,NL,91,-10,-1,0,1,0,-11,-1.2,3,-8,-0.9,0.448,0.493,-1.0,0.1,-9,5/3D,,candeje01
735,Triston Casas*,25,BOS,AL,112,-5,-1,0,-4,-1,-12,-1.2,4,-8,-0.9,0.458,0.492,-0.5,-0.5,-4,3/H,,casastr01
736,Maverick Handley,27,BAL,AL,47,-8,0,0,-3,1,-10,-1.1,2,-8,-0.9,0.435,0.494,-0.6,-0.2,-5,2/H,,handlma01
737,Kevin Newman,31,LAA,AL,116,-8,0,-1,-5,2,-12,-1.3,4,-8,-0.9,0.477,0.492,-0.4,-0.3,-3,56/4H13,,newmake01
738,James Outman*,28,2TM,2LG,148,-9,0,1,-6,0,-14,-1.5,5,-9,-1.0,0.475,0.495,-0.4,-0.7,-3,897/HD,,outmaja01
738,James Outman*,28,LAD,NL,44,-4,0,0,-1,0,-4,-0.4,2,-2,-0.2,0.484,0.498,-0.1,-0.1,-1,8/H9,,outmaja01
738,James Outman*,28,MIN,AL,104,-5,0,1,-5,-1,-11,-1.1,4,-7,-0.8,0.470,0.493,-0.3,-0.6,-2,897/HD,,outmaja01
739,Jacob Amaya,26,CHW,AL,73,-12,0,0,-2,1,-12,-1.3,2,-9,-1.0,0.465,0.492,-0.8,-0.1,-7,6/H14,,amayaja01
740,Kristian Campbell,23,BOS,AL,263,-4,-1,1,-16,2,-18,-1.8,9,-9,-1.0,0.472,0.489,0.7,-1.4,7,4/8H7D,,campbkr01
741,Mark Canha,36,KCR,AL,125,-8,0,1,-4,-2,-14,-1.4,4,-9,-1.0,0.469,0.491,-0.6,-0.6,-5,7H9/D3,,canhama01
742,Chas McCormick,30,HOU,AL,116,-6,-2,0,-3,-1,-13,-1.4,4,-9,-1.0,0.479,0.492,-0.7,-0.4,-6,879H/D1,,mccorch01
743,Anthony Santander#,30,TOR,AL,221,-12,0,-1,0,-3,-16,-1.7,8,-8,-1.0,0.468,0.489,-1.0,-0.3,-8,D9/7H3,,santaan02
744,Gio Urshela,33,ATH,AL,197,-7,-2,-1,-7,1,-16,-1.6,7,-9,-1.0,0.472,0.490,-0.3,-0.6,-2,5/3DH,,urshegi01
745,Will Robertson*,27,2TM,AL,75,-10,0,0,-1,-1,-12,-1.3,3,-10,-1.1,0.451,0.494,-1.0,-0.2,-9,7/9H8D,,roberwi02
745,Will Robertson*,27,TOR,AL,12,-1,0,0,-1,0,-3,-0.3,0,-2,-0.2,0.412,0.498,-0.1,-0.1,-1,/789,,roberwi02
745,Will Robertson*,27,CHW,AL,63,-9,0,0,0,-1,-10,-1.0,2,-8,-0.8,0.456,0.494,-0.8,-0.1,-8,7/9HD,,roberwi02
746,Nolan Jones*,27,CLE,AL,403,-16,0,0,-4,-3,-23,-2.4,14,-9,-1.1,0.482,0.485,-0.7,-0.8,-5,*98H7/D,,jonesno01
747,Tyler Locklear,24,ARI,NL,116,-7,0,0,-5,-1,-14,-1.4,4,-10,-1.1,0.453,0.491,-0.6,-0.7,-5,3/H,,locklty01
748,Orlando Arcia,30,2TM,NL,214,-15,-1,0,-4,2,-18,-1.9,7,-11,-1.2,0.475,0.491,-0.8,-0.2,-7,6453/HD,,arciaor01
748,Orlando Arcia,30,ATL,NL,32,-2,0,1,-1,0,-2,-0.2,1,-1,-0.1,0.485,0.499,0.0,-0.1,0,6/DH,,arciaor01
748,Orlando Arcia,30,COL,NL,182,-13,-1,0,-3,1,-16,-1.7,6,-10,-1.1,0.473,0.490,-0.8,-0.2,-7,4563/HD,,arciaor01
749,Ronny Simón#,25,2TM,NL,88,-4,0,1,-11,-1,-15,-1.5,3,-12,-1.2,0.445,0.495,-0.1,-1.2,-1,/47D9H6,,simonro01
749,Ronny Simón#,25,MIA,NL,56,-1,0,0,-8,0,-9,-0.9,2,-7,-0.7,0.452,0.494,0.1,-0.8,1,/47D6H,,simonro01
749,Ronny Simón#,25,PIT,NL,32,-3,0,0,-3,0,-6,-0.6,1,-4,-0.5,0.430,0.497,-0.2,-0.3,-1,/97DH,,simonro01
750,Adael Amador#,22,COL,NL,128,-9,-1,0,-7,1,-16,-1.7,4,-12,-1.2,0.460,0.490,-0.5,-0.6,-5,4/H,,amadoad01
751,DaShawn Keirsey Jr.*,28,MIN,AL,88,-12,0,1,0,-2,-14,-1.5,3,-11,-1.2,0.480,0.491,-1.2,-0.2,-11,9H78/D,,keirsda01
752,Joshua Palacios*,29,CHW,AL,145,-5,-1,1,-9,-2,-16,-1.7,5,-11,-1.2,0.467,0.490,-0.3,-1.2,-2,97/HD,,palacjo01
753,Jacob Stallings,35,2TM,2LG,129,-16,-1,-1,-1,3,-16,-1.8,4,-12,-1.3,0.458,0.494,-1.2,0.2,-11,2/H1,,stallja01
753,Jacob Stallings,35,COL,NL,93,-11,-1,0,-1,2,-12,-1.2,3,-9,-0.9,0.456,0.492,-0.8,0.1,-7,2/1H,,stallja01
753,Jacob Stallings,35,BAL,AL,36,-5,0,-1,0,1,-5,-0.5,1,-4,-0.4,0.463,0.497,-0.4,0.1,-4,2/H,,stallja01
754,Jac Caglianone*,22,KCR,AL,232,-15,0,0,-2,-3,-19,-2.1,8,-11,-1.3,0.467,0.487,-1.1,-0.5,-9,93/DH,,caglija01
755,Tyler Freeman,26,COL,NL,428,-3,-4,-1,-14,-4,-26,-2.7,15,-11,-1.3,0.476,0.484,0.2,-1.9,3,9D4H/57,,freemty01
756,Santiago Espinal,30,CIN,NL,328,-20,-2,-1,-2,1,-23,-2.5,11,-12,-1.4,0.479,0.485,-1.2,-0.1,-10,54H7/93D6,,espinsa01
757,Jhonkensy Noel,23,CLE,AL,153,-13,0,-1,-2,-2,-18,-1.9,5,-12,-1.4,0.473,0.488,-1.2,-0.4,-10,9H/37D,,noeljh01
758,Hunter Renfroe,33,KCR,AL,108,-9,-1,-1,-5,-1,-17,-1.8,4,-13,-1.5,0.448,0.489,-1.0,-0.6,-8,9/HD,,renfrhu01
759,Josh Rojas*,31,CHW,AL,211,-12,0,-1,-9,2,-21,-2.2,7,-13,-1.5,0.469,0.487,-0.5,-0.8,-4,54/7H,,rojasjo01
760,Heston Kjerstad*,26,BAL,AL,167,-8,0,-1,-8,-2,-20,-2.1,6,-14,-1.6,0.461,0.487,-0.7,-1.0,-6,79/HD,,kjershe01
761,LaMonte Wade Jr.*,31,2TM,2LG,242,-13,0,0,-7,-3,-24,-2.5,8,-16,-1.7,0.469,0.492,-1.0,-1.0,-9,39H/D7,,wadela01
761,LaMonte Wade Jr.*,31,SFG,NL,169,-8,0,0,-6,-2,-16,-1.7,6,-11,-1.2,0.466,0.490,-0.6,-0.9,-5,3/HD,,wadela01
761,LaMonte Wade Jr.*,31,LAA,AL,73,-6,0,0,-1,-1,-7,-0.8,2,-5,-0.5,0.474,0.495,-0.5,-0.2,-4,9/H37,,wadela01
762,Michael Toglia#,26,COL,NL,337,-18,0,-1,-3,-4,-26,-2.7,12,-15,-1.7,0.469,0.483,-1.3,-0.8,-11,3/DH,,toglimi01
763,Jordan Walker,23,STL,NL,396,-14,0,0,-11,-3,-29,-3.0,14,-15,-1.7,0.473,0.482,-0.6,-1.5,-4,9/HD,,walkejo02
